Query,Title,ID,Similarity,Release_Date,Developer,Summary,Platforms,Genres,Rating,Plays,Playing,Backlogs,Wishlist,Lists,Reviews
Turn-based tactics games similar to XCOM,XCOM: Enemy Within,2646,0.32422689805400356,"Nov 12, 2013",Feral Interactive | Firaxis Games,"XCOM: Enemy Within is a non-console expansion pack for XCOM: Enemy Unknown, a turn-based tactical strategy game. The expansion adds the ability to gene mod soldiers to add to their powers as well as the ability to create MECs, powerful robotic soldiers. These new features are created by collecting a resource called Meld on the tactical battlefield. A number of new maps were also added to the tactical game, as well as multiplayer. The PC version of Enemy Within is an add-on that requires the base game Enemy Unknown. The Console version of Enemy Within is a standalone expansion that does not require the base game Enemy Unknown.",Windows PC | Mac | Linux | iOS,Strategy | Turn Based Strategy,4.1,865.0,12.0,184.0,64.0,79.0,31.0
Turn-based tactics games similar to XCOM,Wild Heart,24429,0.3193557195195454,TBD,,An animal-based tactics game.,,Strategy | Tactical | Turn Based Strategy,,0.0,0.0,0.0,0.0,0.0,0.0
Turn-based tactics games similar to XCOM,XCOM 2: Deluxe Edition,25704,0.3130617952096626,"Feb 04, 2016",,The Deluxe Edition contains the main game plus a Steelbook.,Windows PC,Sport | Strategy | Tactical | Turn Based Strategy,,3.0,0.0,0.0,0.0,0.0,0.0
Turn-based tactics games similar to XCOM,Wintermoor Tactics Club,40880,0.29439335059552857,"May 05, 2020",Versus Evil | EVC,"Wintermoor Tactics Club is a story about surviving high school, with gameplay inspired by tactics RPGs and visual novels.",Windows PC | PlayStation 4 | Xbox One | Nintendo Switch,Adventure | Card & Board Game | Indie | RPG | Strategy | Tactical | Turn Based Strategy | Visual Novel,3.3,48.0,7.0,48.0,23.0,18.0,4.0
Turn-based tactics games similar to XCOM,XCOM 2: War of the Chosen,2524,0.28461635256529905,"Aug 29, 2017",2K Games | Firaxis Games,"XCOM 2: War of the Chosen adds extensive new content in the fight against Advent when additional resistance factions form in order to eliminate the alien threat on Earth. In response, a new enemy, known as the “Chosen,” emerges with one goal: recapture the Commander. This expansion includes new Hero classes to counter the “Chosen”, new enemies, missions, environments and increased depth in strategic gameplay.",Windows PC | Mac | Linux | PlayStation 4 | Xbox One,Strategy | Turn Based Strategy,4.3,663.0,18.0,162.0,52.0,82.0,36.0
Turn-based tactics games similar to XCOM,The Bureau: XCOM Declassified - Hangar 6 R&D,10650,0.28377140738179535,"Oct 08, 2013",2K Marin,"In the days leading up to the events of The Bureau: XCOM Declassified, Agent Nico DaSilva volunteers for a series of dangerous secret experiments to identify and treat a terrifying new pathogen. Maximize your combat skills and push your team to its limits to protect a friend from his own hallucinated terrors.",Windows PC | Mac | Xbox 360 | Xbox One,Shooter | Tactical,,2.0,0.0,4.0,1.0,1.0,0.0
Turn-based tactics games similar to XCOM,Teamfight Tactics,3075,0.27983598155908346,"Jun 26, 2019",Riot Games,Teamfight Tactics is a round-based strategy game that pits you against seven opponents in a free-for-all race to build a powerful team that fights on your behalf. Your goal: Be the last person standing.,Windows PC | Android | Mac | iOS,Card & Board Game | Strategy | Tactical | Turn Based Strategy,2.9,1700.0,99.0,49.0,15.0,62.0,71.0
Turn-based tactics games similar to XCOM,Magic: The Gathering - Tactics,18057,0.27566544519701996,"Jan 18, 2011",,Sony online entertainment joins forces with Wizards of the Coast to bring us a new turn based strategy game based on the popular card game.,Windows PC,Turn Based Strategy,,2.0,0.0,1.0,2.0,2.0,0.0
Turn-based tactics games similar to XCOM,Shuffle Tactics,35423,0.25599148761619256,TBD,Club Sandwich,"What if Final Fantasy Tactics and Slay the Spire had a beautiful, bouncing baby? Shuffle Tactics answers this very question, modernizing the tacticals formula and adding a roguelite twist to it.",,Card & Board Game | RPG | Tactical | Turn Based Strategy,,0.0,0.0,0.0,2.0,1.0,0.0
Turn-based tactics games similar to XCOM,Archrebel: Tactics,11464,0.25487141769781535,TBD,,"Archrebel is a sci-fi turn-based strategy war game, strongly inspired by the classic Rebelstar released back in 1986. In Archrebel, players can control a few dozens of units in a grid-based map, performing actions limited by a classic action-point system similar to the one found in the X-COM series.",,Strategy,,0.0,0.0,2.0,1.0,3.0,0.0
Turn-based tactics games similar to XCOM,Dusk Tactics,39945,0.2532552633631416,TBD,Dusk Tactics,Dusk Tactics is a turn based tactical role playing game that is currently in development for the PC/Mac/Linux. It features deep strategic gameplay that is heavily influenced by the classic era of tactical role playing games.,Windows PC,RPG | Tactical,,0.0,0.0,0.0,2.0,2.0,0.0
Turn-based tactics games similar to XCOM,People's Tactics,24997,0.25024192815697527,"Oct 14, 2003",,People's Tactics is a freeware strategy game for the PC.,Windows PC,Strategy,,0.0,0.0,0.0,0.0,0.0,0.0
Best party games for local multiplayer,FunBox Party,15630,0.4584720171448977,"Aug 14, 2018",Drageus Games,"Fun Box party is a perfect party package, because having fun together is the best kind of fun. Three arcade games that are perfect for making any party the best one ever!",Nintendo Switch,Arcade,,0.0,0.0,2.0,0.0,1.0,0.0
Best party games for local multiplayer,Genital Jousting,21983,0.4364969240846257,"Jan 18, 2018",Free Lives Games | Devolver Digital,Genital Jousting is an online and local multiplayer party game about flaccid penises and wiggly anuses for up to eight players at once.,Windows PC | Mac,Indie,2.8,374.0,3.0,62.0,19.0,61.0,41.0
Best party games for local multiplayer,GourMelee,34298,0.42413759862638356,"Jun 06, 2019",,GourMelee is a 2-8 player local multiplayer party game where friends share controllers with their teammates to become the best chef in the kitchen,Windows PC,Indie,,1.0,0.0,19.0,0.0,10.0,1.0
Best party games for local multiplayer,Wii Party,2620,0.35684485555711115,"Jul 08, 2010",Nintendo | NDCube,"Wii Party features 13 different game modes divided amongst three categories: Party Games, House Party Games, and Pair Games. Most of the game modes integrate use of Wii Party's 80 mini-games. The game also offers additional modes that make exclusive use of the mini-games.",Wii,Quiz/Trivia,3.5,1900.0,2.0,76.0,46.0,137.0,81.0
Best party games for local multiplayer,Party Panic,14544,0.3415315657903751,"Jul 28, 2016",Everglow Interactive,"Party Panic is a crazy online and local-multiplayer party game. Compete against your friends in 15+ rapid fire minigames, or race through the brutal Gauntlet. There is even a built in drinking game! You'll laugh, you'll cry, it's stupid.",Windows PC | Mac | Linux | PlayStation 4 | Xbox One,Indie,2.5,60.0,0.0,6.0,6.0,5.0,7.0
Best party games for local multiplayer,SpiritSphere,33422,0.32872298859473903,"Jul 27, 2016",Eendhoorn Games,SpiritSphere is a local multiplayer game that draws inspiration from classics like Zelda and Windjammers and mashes it together with the nostalgic feel of playing air hockey at your local arcade.,Windows PC,Indie | Sport,3.8,6.0,0.0,3.0,0.0,2.0,0.0
Best party games for local multiplayer,Game Party: In Motion,13499,0.318644000453492,"Nov 18, 2010",FarSight Studios | WB Games,"Game Party: In Motion is an exclusive game for Kinect with arcade, sports, and party games for all ages.",Xbox 360,Sport,2.2,14.0,0.0,7.0,0.0,2.0,0.0
Best party games for local multiplayer,Beach Party Craze,28467,0.3158164887315516,"Jun 16, 2011",,There's no party like a beach party and there's no game like Beach Party Craze!,Nintendo DSi,,,3.0,0.0,2.0,0.0,0.0,0.0
Best party games for local multiplayer,Lumber Party,35814,0.30678254597498933,"Dec 21, 2020",,An online or local multiplayer space monkey racing platformer. Fight your way to the top to grab the banana with tons of different ways to play.,Windows PC | Mac,Indie | Racing,,0.0,0.0,1.0,0.0,0.0,0.0
Best party games for local multiplayer,Game Party,26308,0.2920359697139853,"Nov 27, 2007",FarSight Studios | Midway Games,"Game Party allows you to play 5 different games on one cartridge. The games involved are Air Hockey, Hockey, Pinball, Basketball, and Mind-Q. So grab a friend and start playing some good multiplayer games!",Wii,Puzzle | Sport,1.5,78.0,0.0,5.0,2.0,9.0,6.0
Best party games for local multiplayer,Watermelon Party,26725,0.2906820606455058,"May 31, 2019",Bigosaur,Watermelon Party is an action puzzle game for 2-4 players where players compete against each other.,Nintendo Switch,Puzzle,1.9,14.0,0.0,2.0,0.0,0.0,3.0
Best party games for local multiplayer,Mario Party: The Top 100,31457,0.28867416419536895,"Nov 09, 2017",Nintendo,"The ""best"" of Mario Party arrives on 3DS.",Nintendo 3DS,Card & Board Game | Puzzle,2.1,379.0,3.0,66.0,36.0,87.0,24.0
Best party games for local multiplayer,Pain Party,38932,0.2876035716959665,"Aug 22, 2022",,Pain Party is a game that combines precise movement mechanics with the chaos of a game show. Fight through the offline story mode or compete with up to 16 players in the online party mode. Let the party begin!,Windows PC,Indie,1.8,5.0,0.0,4.0,2.0,2.0,2.0
Best party games for local multiplayer,The Jackbox Party Quadpack,26112,0.2875848199959633,"Nov 21, 2017",,"They said it couldn't be done, but somehow we crammed all the party-pleasing games from The Jackbox Party Packs 1, 2, 3, and 4 into one essential collection! That's 20 hysterical party games for one great price!
From The Jackbox Party Pack:
You Don't Know Jack 2015
Fibbage
Drawful
Lie Swatter
Word Spud
From The Jackbox Party Pack 2:
Quiplash XL
Fibbage 2
Earwax
Bidiots
Bomb Corp.
From The Jackbox Party Pack 3:
Trivia Murder Party
Guesspionage
Tee K.O.
Fakin' It
Quiplash 2
From The Jackbox Party Pack 4:
Fibbage 3 (with new game mode Fibbage: Enough About You)
Survive the Internet
Monster Seeking Monster
Bracketeering
Civic Doodle
Players use their internet-connected phones, tablets, or laptops as controllers! With this many games, you're going to need a lot more parties and a lot more friends!",Xbox One,Puzzle | Quiz/Trivia,,5.0,1.0,0.0,1.0,3.0,1.0
Best party games for local multiplayer,Wii Party U,4906,0.2870684782629384,"Oct 25, 2013",Nintendo | NDCube,"It's time to party with Wii U Enjoy board games and mini-games on the TV, play familiar tabletop games using the Wii U GamePad Controller, or transform your living room into a game show floor. No matter what kind of party you're throwing, Wii Party U offers something for everyone.",Wii U,Arcade | Card & Board Game | Simulator | Strategy,3.1,446.0,0.0,46.0,30.0,54.0,27.0
Best party games for local multiplayer,Foosball: World Tour,19865,0.2834389953196996,"Dec 11, 2015",Grip Games,Enjoy one of the most popular sports in the world from the comfort of your home on STEAM and challenge your friends in a local multiplayer for up to four players and online multiplayer and leaderboards.,Windows PC,Indie | Sport,,0.0,0.0,1.0,0.0,0.0,0.0
Best party games for local multiplayer,Little Party,7255,0.28278663567282764,"Mar 14, 2015",Turnfollow,Little Party is a video game where the player controls a mother stuck at their daughter's birthday party.,Windows PC | Mac | Linux,Adventure | Music,3.0,19.0,0.0,6.0,0.0,3.0,0.0
Best party games for local multiplayer,Ultra Mega Xtra Party Challenge,31876,0.27969949189924914,"Oct 07, 2022",Just For Games,Ultra Mega Xtra Party Challenge is a frenzied party game up to 4 players (also solo-player compliant).,Nintendo Switch,Arcade,2.8,5.0,0.0,3.0,1.0,1.0,1.0
Best party games for local multiplayer,Petoons Party,15317,0.27534316784206603,"Oct 05, 2018",Petoons Studio,Ready for a great adventure? The Petoons need your help to face the evil Kitra! Kitra wants to conquer the island of Kimera and steal the Petoons magic to control their world. Petoons Party is a party game full of fun mini-games to enjoy with family and friends.,Windows PC | PlayStation 4 | Xbox One | Nintendo Switch,Adventure | Card & Board Game | Indie,,2.0,0.0,2.0,0.0,1.0,0.0
Best party games for local multiplayer,Mario Party: Island Tour,2702,0.2750121563782795,"Nov 21, 2013",Nintendo | NDCube,"Mario Party: Island Tour lets you take the fun on the road with your Nintendo 3DS system!
Face off against friends and family in the all-new, ultimate Mario Party – a portable minigame extravaganza that’s bursting with gameplay possibilities. If you’ve never played a Mario Party game before, you’re in for a treat.
There’s always something new to see on the Party Islands.
In this ultimate showdown you can take on the road, blaze through the 7 new game boards, some of which take just minutes to play. Wrangle goombas and blast out of cannons as you tilt, tap, and draw through new minigames harnessing the unique functionality of Nintendo 3DS. Compete in new multiplayer modes including mind bending puzzles, minigame challenges, or enter a whole new reality with AR Card play for up to 4 players*. Whether in single or multiplayer, this is a portable party that never ends.",Nintendo 3DS,Adventure | Card & Board Game | Puzzle | Strategy,2.2,880.0,1.0,102.0,42.0,127.0,52.0
High-speed futuristic racers like Wipeout,WipEout: Omega Collection,3465,0.4346236429543078,"Jun 06, 2017",Clever Beans | Sony Computer Entertainment,"WipEout: Omega Collection brings together all the content from WipEout HD, WipEout HD Fury and WipEout 2048, enhanced for PS4 and PS4 Pro.",PlayStation 4 | PlayStation VR,Racing,3.6,532.0,14.0,245.0,64.0,106.0,20.0
High-speed futuristic racers like Wipeout,Wipeout HD,3139,0.3916281747211551,"Sep 25, 2008",Sony Computer Entertainment | SCE Studio Liverpool,The futuristic racing and combat of the Wipeout universe makes its first PlayStation 3 appearance as a downloadable game on PlayStation Network.,PlayStation 3,Racing,3.5,409.0,4.0,65.0,23.0,56.0,9.0
High-speed futuristic racers like Wipeout,Wipeout Fusion,17925,0.38836067204401925,"Feb 08, 2002","SCE Studio Liverpool | Sony Computer Entertainment, Inc. (SCEI)","WipEout Fusion is a futuristic racing game with action elements. Playing compete in the F9000 Anti-Gravity Race League, driving hovercrafts and sometimes using weapons against opponents to achieve victory.
Like WipEout 3, the game contains single-race and league modes, as well as two-player split screen gameplay. The single race mode (called Arcade) is used to unlock new tracks. The challenge mode from WipEout 64 returns with a few enhancements: each team has its own set of six challenges, which must be completed with a medal in order to unlock the next one. A new Zone mode requires players to drive as many loops as possible on a track while continuously increasing the speed.
Another new feature in WipEout Fusion are hovercraft upgrades. Depending on their performance, players receive credits after races, which can be used to increase speed, thrust, weapon power, shield strength, lateral stability, and brake force of a vehicle. Upgraded vehicles can be used in any other game mode, with the exception of the Challenge mode.",PlayStation 2,Racing,2.9,82.0,1.0,35.0,18.0,34.0,3.0
High-speed futuristic racers like Wipeout,Wipeout: The Game,16963,0.3674004250412048,"Jul 22, 2010",Activision,"Based on the hit ABC TV show, Wipeout: The Game challenges fans to master speed, balance, and precision to overcome the world's largest obstacle course while enduring the inevitable hilarious falls, sometimes at the hands of your friends and family!
In Wipeout: The Game, players will prove they have what it takes to make it to the grand finale ""Wipeout Zone"" for their chance to be proclaimed champion. Four players can compete at the same time, even allowing players to hurl objects at and taunt their opponents. The video game features everything that people love about the hit ABC show, including commentary from the show's hosts, John Anderson, John Henson and co-host Jill Wagner. Players will have to run, jump and dodge all of Wipeout's various obstacles, including the brutal Sucker Punch, the beloved Big Balls, and the insanely difficult Sweeper.",Nintendo DS | Wii,Platform | Strategy,2.6,181.0,1.0,16.0,4.0,16.0,15.0
High-speed futuristic racers like Wipeout,Wipeout XL,3978,0.360833084718364,"Sep 30, 1996",Psygnosis,"Wipeout XL is a racing video game. It is the second game released in the Wipeout series by developers Psygnosis, and a year after the original game in the series.",Windows PC | Mac | Sega Saturn | PlayStation | Amiga,Racing,3.7,265.0,3.0,84.0,60.0,92.0,11.0
High-speed futuristic racers like Wipeout,Wipeout In the Zone,29461,0.3582580630256014,"Jun 14, 2011",Behaviour Santiago | Activision,"Wipeout: In the Zone is a Kinect-exclusive based on the popular ABC game show, where players run, jump, and wipeout against wacky obstacles in order to score the best time.
You can play local multiplayer and view friends stats.",Xbox 360,Sport,2.4,32.0,0.0,3.0,3.0,3.0,2.0
High-speed futuristic racers like Wipeout,Drome Racers,13519,0.285734880091279,"Nov 20, 2002",Electronic Arts | Attention To Detail,"Tensions are high as you await the first stage of the Drome Championship.You've trained for the intensity of Multi-Challenge Racing; each race a seamless set of stages, mixing tracks from realistically stunning City, Mountain, and Canyon environments.
Now you must prove you're up to that grueling challenge. With high-tech racing machines based on new cars from the 2002 LEGO Racers construction toy range, Drome Racers is a racing experience like no other.",Windows PC | Nintendo GameCube | Xbox | PlayStation 2,Racing,3.0,33.0,0.0,7.0,3.0,12.0,0.0
High-speed futuristic racers like Wipeout,Wipeout 3 Special Edition,18758,0.2855793082920704,"Jul 15, 2000",Psygnosis | Sony Computer Entertainment,"Wipeout 3 is a racing game that retains the same basic elements of its predecessors, and introduces players to the F7200 Anti-Gravity Race League. Set in 2116, players control futuristic anti-gravity ships owned by racing corporations and pilot them on eight circuits (plus four hidden prototype tracks).",PlayStation,Racing,4.0,34.0,0.0,15.0,13.0,14.0,1.0
High-speed futuristic racers like Wipeout,Wipeout 64,29373,0.28514429207783915,"Nov 03, 1998",Midway Games | Psygnosis,"WipEout 64 was released by Psygnosis as a follow-up to the racing game WipEout XL, taking place one year later in 2098. Like in previous installments players control highspeed hovercrafts, pick up weapons to damage the opponents' vehicles and try to finish the race in the first position. In many aspects, the gameplay is pretty similar to its predecessor, such as selection of hovercrafts, visuals or the handling system. Beside new racing tracks the main differences include a Split-Screen Multiplayer Mode (up to four players), Weapon & Super Combo Challenges as well as various Special Weapons for each Team!",Nintendo 64,Racing,2.8,114.0,1.0,41.0,22.0,30.0,0.0
High-speed futuristic racers like Wipeout,Orbitblazers,14514,0.2791753978100305,"Jan 09, 2020",ogsoftgames,"Get Ready for a Futuristic Adrenaline Rush! 
With Orbitblazers take part in top class futuristic racing never before seen in this form! 
Glide with breakneck speed along futuristic courses and overcome all obstacles that stand in your way! Dominate the racetrack in single or two-player mode.",Windows PC | Nintendo Switch,Arcade | Indie | Platform | Racing | Shooter | Sport,,0.0,0.0,1.0,0.0,0.0,0.0
High-speed futuristic racers like Wipeout,Worldy Cup,39335,0.26585382076811753,"Aug 10, 2016",,"Retro futuristic arcade football. 
In VR and on a regular screen. 
It's like you're inside a futuristic version of an 8bit world.",Windows PC,Indie | Sport,,0.0,0.0,0.0,0.0,0.0,0.0
High-speed futuristic racers like Wipeout,Speed Up,27957,0.2594415349004073,TBD,DRUNKEN APES,"Speed Up. Feel the speed. Doge the lasers. Collect the speed boosts.
Speed Up even more! Experience the rush. Enjoy the thrill. Master the almost impossible.",,Indie | Racing | Sport,,0.0,0.0,0.0,0.0,0.0,0.0
High-speed futuristic racers like Wipeout,Wipeout Pure: Gamma Pack,14324,0.2570464462351043,"Jun 17, 2005",SCE Studio Liverpool | Sony Computer Entertainment America,"Released in three parts, this pack features four new tracks around Makana, two teams from Wipeout Fusion, Tigron and Van-Über, and four UI skins themed around four of the standard teams (FEISAR, Auricom, Qirex, and Piranha).",PlayStation Portable,,,1.0,0.0,0.0,0.0,0.0,0.0
High-speed futuristic racers like Wipeout,Zero Racers,15815,0.2551702970285446,TBD,Nintendo EAD | Nintendo,"Also known as G-Zero, Zero Racers would have been the first 3D entry in the F-Zero series. With the F-Zero Grand Prix over, racers now take part in the high-thrill, zero-gravity G-Zero Grand Prix races.
The racers effectively fly around the 3D wireframe circuits. Three of the original racers were confirmed to return (Falcon, Stingray and Goose), and joined by a new craft, Origammy.
A prototype of the game was shown at E3 1996, and it was previewed by Nintendo Power magazine. However, by 1996 the Virtual Boy was already considered a failure and was discontinued shortly after.",Virtual Boy,Racing,,0.0,0.0,0.0,1.0,2.0,0.0
High-speed futuristic racers like Wipeout,CyberSpeed,21999,0.24092629717434003,"Dec 31, 1995",Mindscape,"Race around a futuristic race track tied to a cable, bumping and shooting your opponents. Think ""Wipeout"" meets cable cars.",Windows PC | PlayStation,Arcade | Racing,2.6,6.0,0.0,2.0,2.0,5.0,0.0
High-speed futuristic racers like Wipeout,LEGO Racers,2936,0.235951101000014,"Jul 31, 1999",Lego Media | High Voltage Software,"Lego Racers is set in the fictional Legoland universe, the game depicts Rocket Racer, the ""greatest racing champion"" in Legoland. After becoming bored from beating everyone at racing, he decides to create a racing contest, and finds the best racers in the history of Legoland using a dimensional warp machine created by his friend, Veronica Voltage, a genius scientist and mechanic. The player takes on the hosts and co-racers in an attempt to beat Rocket Racer and become the ""Greatest Lego Racer of All Time"".",Windows PC | PlayStation | Nintendo 64,Racing,3.2,1000.0,0.0,86.0,42.0,116.0,32.0
High-speed futuristic racers like Wipeout,BC Racers,15986,0.22865568025543456,"Dec 31, 1994",Core Design,"BC Racers is a kart racing game starring characters from the Core Design's Chuck Rock series of games. 

Each of the racers in this game rides a prehistoric motorcycle with a side car. On each two-character team, one person drives the motorcycle, and the other fights off opponents using clubs, punches, kicks, etc. 

Graphics in BC Racers consist of a flat landscape decorated with scaled sprites to compose the track and scenery.",Windows PC | Sega CD | Sega 32X | 3DO Interactive Multiplayer,Racing,1.1,14.0,0.0,6.0,0.0,6.0,0.0
High-speed futuristic racers like Wipeout,LEGO Racers 2,5489,0.2273609058463989,"Sep 04, 2001",Lego Media | Attention To Detail,"LEGO Racers, start your engines! Rocket Racer is back and he's teamed up with the toughest competitors in the galaxy to bring racers of all ages this awesome challenge. Players must win their races, keep their cars on the road and muster all their adventure racing skills to find and collect the elusive Golden Bricks.",Windows PC | PlayStation 2,Arcade | Racing,3.1,339.0,0.0,33.0,24.0,42.0,10.0
High-speed futuristic racers like Wipeout,Gadget Racers,27918,0.22612470722215633,"Dec 31, 2000",Conspiracy Entertainment | Hudson Soft,"Gadget Racers is the first game in the ""HG/High Grade"" series of games developed exclusively for the PlayStation 2 by Barnhouse Effect. In this game, the objective is to gain 100% by completing various events in the game's Grand Prix.",Nintendo GameCube | PlayStation 2,Racing,3.1,22.0,0.0,16.0,6.0,7.0,3.0
High-speed futuristic racers like Wipeout,World of Speed,38777,0.22343484469095176,"Aug 22, 2017",Slightly Mad Studios,World of Speed is a new generation online racing game for true high-speed aficionados. Experience the thrill of street driving with amazing graphics and dynamic controls.,Windows PC,Racing | Simulator,,0.0,0.0,1.0,0.0,0.0,0.0
Anime-inspired ARPGs on Switch,Anime Music Quiz,5150,0.4367974474889522,"Dec 31, 2018",,"Anime Music Quiz is, you guessed it, a quiz game about Anime Music! Inspired by the popular “guess the opening/ending song” quizzes, that are all about matching a set of anime songs to their anime. Anime Music Quiz takes these quizzes one step further! Thanks to the ever expanding community driven song database, an unlimited amount of unique quizzes can be generated. Furthermore you can add your MyAnimeList account to have your quizzes personalised by the anime you’ve watched, while still throwing in new and fresh anime for you to discover!",Web browser,Music | Quiz/Trivia,2.9,1000.0,70.0,22.0,7.0,29.0,98.0
Anime-inspired ARPGs on Switch,70's Robot Anime Geppy-X,20119,0.4149140384111665,"May 27, 1999",,70's Robot Anime Geppy-X is a anime shooter set up like a TV show.,PlayStation,,4.2,15.0,3.0,34.0,30.0,25.0,3.0
Anime-inspired ARPGs on Switch,Tsunami 2265,40296,0.369959366367029,"Aug 01, 2002",Prograph Research Srl | Got Game Entertainment,A game inspired by the anime genre mecha.,Windows PC,,,4.0,0.0,2.0,2.0,1.0,0.0
Anime-inspired ARPGs on Switch,Russian Anime,37751,0.3531302784657824,TBD,,What should anime look like in Russia? The only way. Your task is to prove that your style is the best in the area.,,,,0.0,0.0,2.0,0.0,0.0,0.0
Anime-inspired ARPGs on Switch,Neko Secret: Homecoming,9877,0.3211291822105226,"Apr 11, 2022",Axyos Games,"When you were traveling around the world, someone told you about an anime factory located in some Neko Town. Now this is your way. Perhaps the anime begins here. Is this your place?",Windows PC | Nintendo Switch,Adventure | Indie | Puzzle | Simulator,,0.0,0.0,1.0,0.0,2.0,0.0
Anime-inspired ARPGs on Switch,Anime Studio Simulator,23151,0.31280856680781993,"Nov 02, 2016",Visualnoveler,A visual novel management sim game that follows the story of a group of friends aspiring to produce their own anime series.,Windows PC | Mac | Linux,Indie | Simulator,2.0,5.0,0.0,2.0,0.0,1.0,0.0
Anime-inspired ARPGs on Switch,Weed,28365,0.3095210255186441,"Jan 28, 2018",,"WEED - an unusual match3 game with beautiful anime graphics and interesting light casual gameplay. Move the lines! Play with match3 with a sexy anime girl. 
Line up and win!",Windows PC,Indie,,3.0,0.0,2.0,0.0,0.0,1.0
Anime-inspired ARPGs on Switch,Ninja Hattori-kun,24857,0.29825055330409356,"Mar 05, 1986",Hudson Soft,"A side-scrolling action platformer based on Fujiko Fujio A's manga series of the same name, which later became an anime series. The game was released around the same time the anime was aired.",Family Computer (FAMICOM),Platform,2.6,16.0,1.0,4.0,0.0,3.0,1.0
Anime-inspired ARPGs on Switch,Eureka Seven Vol.1: The New Wave,25964,0.2895298264061687,"Nov 07, 2006",,"ased off the Eureka Seven anime, this game takes place several years following the show. Developed by BEC, with characters and scenario by the anime staff, you play as a member of the government forces against which the characters in the anime fight. In addition to taking control of the main character directly, you also get to pilot an LFO mech which can be customized with new weapons and parts, and also engage in mind-boggling board riding action.",PlayStation 2,Adventure,3.2,11.0,0.0,10.0,6.0,8.0,2.0
Anime-inspired ARPGs on Switch,Zegapain XOR,29405,0.28892954445518576,"Jul 27, 2006",Cavia,"Zegapain XOR was released in Japan on July 27, 2006. The game is similar in nature to Zone of the Enders. A mech action game, the player controls Cerebrant Toga Vital and the plot runs parallel to the events of the anime. Zegapain XOR is set on the Oceanus-class ship Dvaraka and commanded by Isola, a recurring character in the anime series. Several characters who appear in the game make brief appearances in the anime series.",Xbox 360,,,2.0,0.0,8.0,12.0,5.0,0.0
Anime-inspired ARPGs on Switch,[HammerA] HammerTime !,8412,0.28449665419643383,"Nov 11, 2016",,[HammerA] HammerTime ! is an short interactive 2d anime game !,Windows PC,,,2.0,0.0,13.0,0.0,6.0,1.0
Anime-inspired ARPGs on Switch,Eyeshield 21: Portable Edition,34918,0.28436351728177817,"Mar 02, 2006",Konami,A PSP game based on the football anime Eyeshield 21. It is based on the manga and anime series Eyeshield 21.,PlayStation Portable,Sport,,0.0,0.0,0.0,1.0,0.0,0.0
Anime-inspired ARPGs on Switch,Supercharged Robot Vulkaiser,8106,0.28360663089352,"Jun 04, 2015",Nyu Media | ASTRO PORT,70s giant robot anime-inspired side-scrolling shooter.,Windows PC | Linux,Indie,3.2,26.0,1.0,15.0,9.0,10.0,2.0
Anime-inspired ARPGs on Switch,Anime Freak FX Vol. 4,33604,0.2736097013320002,TBD,,Anime Freak FX Vol. 4,,Adventure,,2.0,0.0,0.0,0.0,1.0,0.0
Anime-inspired ARPGs on Switch,Anime Freak FX Vol. 3,15624,0.2736097013320002,TBD,,Anime Freak FX Vol. 3,,Adventure,,2.0,0.0,0.0,0.0,2.0,0.0
Anime-inspired ARPGs on Switch,Shinkon Gattai Godannar!!,36057,0.2696861538485394,TBD,,3D Fighting game based on the anime TV series.,,Fighting,,3.0,0.0,1.0,8.0,1.0,0.0
Anime-inspired ARPGs on Switch,Element Hunters,13661,0.2630817261423449,TBD,,A DS game based on the anime series of the same name.,,,,2.0,0.0,2.0,2.0,2.0,0.0
Anime-inspired ARPGs on Switch,Loot Box Simulator: RPG Anime Girls,24324,0.2624877116683294,"Oct 13, 2022",,"Live your life like there is no tomorrow. Earn money by finishing crazy jobs from a random selection, just to spend all of it on loot boxes. ""Loot Box Simulator - RPG Anime Girls"" brings pretty anime girls and exciting loot boxes to your console.",Nintendo Switch,Arcade | Card & Board Game | Puzzle | Simulator,,1.0,0.0,0.0,0.0,0.0,1.0
Anime-inspired ARPGs on Switch,Battle Athletess Daiundoukai,13474,0.26112704663817937,"Dec 13, 1996",AIC Spirits | Increment-P,A simulation game for the Sega Saturn and PlayStation. It is part of the Battle Athletes multimedia project by Anime International Company which also includes a manga and anime series.,Sega Saturn | PlayStation,Simulator | Sport,,1.0,0.0,5.0,4.0,2.0,0.0
Anime-inspired ARPGs on Switch,Animal,10518,0.2602910153807502,"Dec 31, 1997",Microtime,Anime Melee,PC DOS,Adventure,,0.0,0.0,5.0,3.0,3.0,0.0
Games with unique art styles like Okami,Art Style: AQUITE,29865,0.28703409137920555,"Dec 24, 2008",Nintendo,"The Art Style series brings you unique, simple-to-play games with striking visuals and immersive sound.",Nintendo DSi,,,3.0,0.0,3.0,4.0,2.0,1.0
Games with unique art styles like Okami,Art Style: Rotozoa,17669,0.285852949908096,"May 28, 2010",Nintendo | Skip Ltd.,Take an unusual journey into a microscopic world in this unique action game from the genre-redefining Art Style series.,Wii,Arcade,3.3,14.0,0.0,9.0,6.0,7.0,0.0
