Original Query,ID,BM25 Score,SBERT Score,rating_signal,popularity_signal,recency_signal,genre_match,platform_match,Label,rating_boost,popularity_boost,recency_boost,predicted_score,Title,Genres,Platforms,Rating,Release_Date
Local couch co-op games for four players,36722,0.0,0.3852813243865967,0.0,0.0,,0,0,0,0,0,0,-0.03659642195069386,,,,,
Local couch co-op games for four players,34544,0.0,0.4096536636352539,0.0,0.0,0.0,1,0,0,0,0,0,-0.41491915757981124,Indoor Sports Club,[],['Nintendo DS'],,"Dec 05, 2008"
Local couch co-op games for four players,27137,0.0,0.3718178868293762,0.0,0.0,0.0,1,0,0,0,0,0,-0.41491915757981124,Discsphere,[],['Windows PC'],,"May 21, 2019"
Lovecraftian horror games with deep lore,24213,8.557856668700317,0.0,0.0,0.0,0.0,0,0,3,0,0,0,1.048875558699681,Trash Horror Collection 3,Adventure | Indie,Windows PC,,"Mar 24, 2023"
Lovecraftian horror games with deep lore,31239,14.242655401553442,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1.0044670648031746,Eternal Lore,Adventure | Indie | RPG,Windows PC,,"Sep 19, 2017"
Lovecraftian horror games with deep lore,29651,16.474500247346246,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.7949467681224903,Grandpa - The Horror Game,['Indie'],['Windows PC'],1.9,"Sep 28, 2018"
Lovecraftian horror games with deep lore,35211,15.153373633479571,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0.6258688839924088,Prime Horror II,['Indie'],['Windows PC'],,"Nov 05, 2022"
Lovecraftian horror games with deep lore,35394,7.931502483513225,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5914412428465903,That Smiling Game,Indie | Point-and-Click,Web browser,,"Mar 08, 2020"
Lovecraftian horror games with deep lore,14547,9.510986904807467,0.0,0.0,0.0,,1,1,2,0,0,0,0.5437382374611062,Verge,[],[],,TBD
Lovecraftian horror games with deep lore,23158,12.534042206783226,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.45224494007447447,The Deep Deep,Adventure | Indie | Strategy | Tactical,Windows PC | Mac | Linux,,"Dec 31, 2023"
Lovecraftian horror games with deep lore,38204,13.437171635069811,0.0,0.0,0.0,0.0,1,0,3,0,0,0,0.421738064585248,Neuro Horror,[],['Windows PC'],,"Oct 06, 2022"
Lovecraftian horror games with deep lore,11822,8.770155194679624,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.40641895703081754,Aquanox: Deep Descent - Collector's Edition,"['Adventure', 'RPG', 'Shooter', 'Simulator']",['Windows PC'],,"Oct 16, 2020"
Lovecraftian horror games with deep lore,32365,8.515948670243048,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.3301575238862436,Trash Horror Collection 2,Adventure | Indie | Puzzle,Windows PC,3.7,"Sep 20, 2022"
MMOs that offer free trials,18799,0.0,0.3065865039825439,0.0,0.0,0.0,0,0,0,0,0,0,0.48118613696094853,AdventureQuest Worlds,Adventure | RPG,Web browser,3.0,"Oct 10, 2008"
MMOs that offer free trials,33770,0.0,0.2902899980545044,0.0,0.0,0.0,0,0,0,0,0,0,0.48118613696094853,World of Soccer,,Windows PC,,"Aug 27, 2015"
MMOs that offer free trials,19209,3.9149799549877535,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2966107404503331,b,['Indie'],['Windows PC'],1.3,"Jun 26, 2017"
MMOs that offer free trials,5788,2.5991199548020854,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.20458292464804984,SCP: Containment Breach,['Adventure'],['Windows PC'],3.3,"Apr 14, 2012"
MMOs that offer free trials,25234,2.5991199548020854,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.20458292464804984,Metro Conflict,['Shooter'],['Windows PC'],,"Jun 22, 2015"
MMOs that offer free trials,40231,3.9149799549877535,0.0,0.0,0.0,,0,1,0,0,0,0,-0.1515364171349899,Quidditch Manager,['Sport'],[],,TBD
MMOs that offer free trials,8749,3.3817874084181616,0.0,0.0,0.0,,1,1,0,0,0,0,-0.1515364171349899,PolitiCats,[],[],,TBD
MMOs that offer free trials,10668,4.587372567066935,0.0,0.0,0.0,0.0,1,0,0,0,0,0,-0.16422799840661165,A e r o c r a f t,[],['Windows PC'],,"Jan 24, 2020"
MMOs that offer free trials,26292,6.5958755689851625,0.0,0.0,0.0,,0,1,0,0,0,0,-0.48702982868537076,Grand Fantasia,['RPG'],[],2.5,TBD
MMOs that offer free trials,36997,4.587372567066935,0.0,0.0,0.0,,0,0,0,0,0,0,-0.7803789596246402,Canyon Defense,['Real Time Strategy'],['Web browser'],3.6,TBD
Medieval fantasy sandbox survival games,9329,9.008921059718787,0.0,0.0,0.0,0.0,0,0,3,0,0,0,1.093022601158963,Medieval Kingdom Wars,Indie | Simulator | Strategy,Windows PC,,"Jun 09, 2017"
Medieval fantasy sandbox survival games,35549,14.22293252934082,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.8404695805915561,Fantasia Medieval,"['Adventure', 'Simulator', 'Strategy']","['Windows PC', 'Linux']",,"Oct 14, 2022"
Medieval fantasy sandbox survival games,27934,23.517451783055247,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0.7089144723407282,Bootleg Fantasy,['RPG'],['Game Boy'],,"Dec 31, 2018"
Medieval fantasy sandbox survival games,16100,10.87313690860825,0.0,0.0,0.0,,0,1,2,0,0,0,0.6997585453112776,Devil Slayer,['RPG'],[],,TBD
Medieval fantasy sandbox survival games,29651,11.536658081208031,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6055010984733459,Grandpa - The Horror Game,['Indie'],['Windows PC'],1.9,"Sep 28, 2018"
Medieval fantasy sandbox survival games,37518,17.639388439946774,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0.5354424371624027,Nonogram Survival,[],['Android'],,"Nov 13, 2016"
Medieval fantasy sandbox survival games,8717,13.77629583615676,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.46237021280270063,Homebrew: Vehicle Sandbox,"['Indie', 'Racing', 'Simulator']",['Windows PC'],,"Nov 14, 2014"
Medieval fantasy sandbox survival games,27478,13.726174671891693,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.46237021280270063,Medieval Engineers,Indie | Simulator | Strategy,Windows PC,2.5,"Feb 19, 2015"
Medieval fantasy sandbox survival games,29416,12.474790633968611,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.45224494007447447,Medieval Games,Adventure,Wii,1.1,"Oct 13, 2009"
Medieval fantasy sandbox survival games,38694,12.36188391407662,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.45224494007447447,Going Medieval,Indie | RPG | Simulator | Strategy,Windows PC,3.5,"Jun 01, 2021"
Metroidvania games with pixel art style,15581,10.57026458886537,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7769927052233783,Pixel Puzzles: Illustrations & Anime,"['Indie', 'Puzzle']",['Windows PC'],,"Feb 23, 2021"
Metroidvania games with pixel art style,13808,10.436179291776448,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7769927052233783,Pixel Hunter,"['Adventure', 'Platform', 'Shooter']","['Windows PC', 'Android', 'Mac', 'Linux', 'iOS', 'Nintendo 3DS', 'Windows Phone', 'PlayStation Vita', 'New Nintendo 3DS']",,"Feb 28, 2014"
Metroidvania games with pixel art style,6483,18.96221283663151,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.77658994677521,Art Sqool,Adventure | Indie | Platform | Simulator,Windows PC | Mac | Nintendo Switch,2.3,"Feb 05, 2019"
Metroidvania games with pixel art style,8104,10.072940096387454,0.0,0.0,0.0,,1,1,0,0,0,0,0.7346153615051048,Pixel Origin,[],[],,TBD
Metroidvania games with pixel art style,29987,10.072940096387454,0.0,0.0,0.0,,1,1,0,0,0,0,0.7346153615051048,Pixel Pirates,[],[],,TBD
Metroidvania games with pixel art style,37900,10.072940096387454,0.0,0.0,0.0,,1,1,0,0,0,0,0.7346153615051048,Pixel Puzzle,[],[],,TBD
Metroidvania games with pixel art style,25817,8.643978403199608,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7201730439173235,Pantazil,"['Adventure', 'Indie']",['Windows PC'],,"Feb 15, 2023"
Metroidvania games with pixel art style,29865,25.09569038622281,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.7094315253296357,Art Style: AQUITE,[],['Nintendo DSi'],,"Dec 24, 2008"
Metroidvania games with pixel art style,17669,25.35067593609346,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7089144723407282,Art Style: Rotozoa,['Arcade'],['Wii'],3.3,"May 28, 2010"
Metroidvania games with pixel art style,17811,9.487366830132274,0.0,0.0,0.0,,0,1,0,0,0,0,0.43047706822964116,The Dream Alchemist,['Visual Novel'],[],,TBD
Military real-time strategy games for PC,39125,11.982107617947722,0.0,0.0,0.0,0.0,0,0,2,0,0,0,1.2758333710810126,Tzared,Real Time Strategy | Strategy,Web browser,,"Jan 01, 2019"
Military real-time strategy games for PC,25467,0.0,0.602809488773346,0.0,0.0,0.0,0,0,0,0,0,0,0.8941642478877367,R-Type Command,Strategy,PlayStation Portable,3.0,"Jun 06, 2008"
Military real-time strategy games for PC,5998,14.207628849413725,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8404695805915561,Disgaea PC,"['RPG', 'Strategy', 'Tactical', 'Turn Based Strategy']",['Windows PC'],3.5,"Feb 24, 2016"
Military real-time strategy games for PC,15098,21.995754158352,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.8299031707179821,Military Madness: Nectaris,Strategy,Xbox 360 | PlayStation 3 | Wii,3.4,"Sep 30, 2009"
Military real-time strategy games for PC,17376,20.43545391918898,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0.8299031707179821,Wargasm,Racing | Real Time Strategy | Shooter | Strategy,Windows PC,,"Dec 31, 1998"
Military real-time strategy games for PC,33799,17.215527974597364,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0.7949467681224903,Stranger,"['Real Time Strategy', 'Strategy']",['Windows PC'],,"Nov 30, 2007"
Military real-time strategy games for PC,24099,17.053273301755084,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0.7949467681224903,Tropico 4: Junta Military,Simulator | Strategy,Windows PC,,"Nov 03, 2011"
Military real-time strategy games for PC,26151,24.410824279604206,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.7089144723407282,Afrika Korps vs Desert Rats,Real Time Strategy | Strategy,Windows PC,,"Apr 05, 2004"
Military real-time strategy games for PC,22589,12.880365762100135,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6113274874421951,Time Defenders,"['RPG', 'Strategy']","['Android', 'iOS']",,"Aug 26, 2021"
Military real-time strategy games for PC,34929,12.318842307577968,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0.45224494007447447,10 Minute Space Strategy,"['Strategy', 'Turn Based Strategy']",['Windows PC'],,"Dec 31, 2011"
Military simulation shooters for hardcore gamers,17721,10.362617390310792,0.0,0.0,0.0,,0,1,0,0,0,0,1.208002418496555,Farming Simulator 2012,['Simulator'],[],,TBD
Military simulation shooters for hardcore gamers,26845,14.36200164107224,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0044670648031746,Flight Simulation,['Simulator'],"['ZX Spectrum', 'Sinclair ZX81']",,"Dec 31, 1982"
Military simulation shooters for hardcore gamers,15098,19.52295590536333,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.9118978317891633,Military Madness: Nectaris,Strategy,Xbox 360 | PlayStation 3 | Wii,3.4,"Sep 30, 2009"
Military simulation shooters for hardcore gamers,24099,15.937680058252656,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6258688839924088,Tropico 4: Junta Military,Simulator | Strategy,Windows PC,,"Nov 03, 2011"
Military simulation shooters for hardcore gamers,25661,12.316412358357612,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.45224494007447447,Detonate,['Simulator'],['Windows PC'],,"Dec 31, 2009"
Military simulation shooters for hardcore gamers,26164,10.188701992321022,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.33162529380854494,Car Physics Simulator,"['Indie', 'Racing', 'Simulator']",['Windows PC'],,"Jul 25, 2021"
Military simulation shooters for hardcore gamers,1602,0.0,0.6178821921348572,0.0,0.0,0.0,1,0,0,0,0,0,0.16954482583230107,Ace Combat 7: Skies Unknown,"['Shooter', 'Simulator']","['Windows PC', 'PlayStation 4', 'Xbox One']",3.9,"Jan 18, 2019"
Military simulation shooters for hardcore gamers,12183,0.0,0.597125232219696,0.0,0.0,0.0,1,0,0,0,0,0,-0.00983298124300487,Neon Shadow,"['Indie', 'Shooter', 'Simulator']",['Windows PC'],,"Aug 25, 2016"
Military simulation shooters for hardcore gamers,34942,12.114593358925378,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.02824779973799605,Farming Simulator 14,['Simulator'],"['Android', 'iOS', 'Nintendo 3DS', 'Windows Phone', 'PlayStation Vita', 'New Nintendo 3DS']",2.5,"Nov 18, 2013"
Military simulation shooters for hardcore gamers,7831,10.672659071030273,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.26507605474973933,Farming Simulator 16,"['Simulator', 'Strategy']","['Android', 'iOS', 'PlayStation Vita']",2.0,"Aug 05, 2015"
Mobile AR games like Pokémon GO,273,10.13259020809772,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.8890346397021163,Pokémon Go,RPG | Simulator,Android | iOS,2.7,"Jul 06, 2016"
Mobile AR games like Pokémon GO,40570,0.0,0.3933255076408386,0.0,0.0,0.0,0,1,2,0,0,0,0.5513882447830005,Munkiki's Castles,"['Arcade', 'Platform', 'Puzzle']",['Mobile'],,"Dec 31, 2002"
Mobile AR games like Pokémon GO,27934,12.302465730585496,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.02824779973799605,Bootleg Fantasy,['RPG'],['Game Boy'],,"Dec 31, 2018"
Mobile AR games like Pokémon GO,34632,0.0,0.3842154145240783,0.0,0.0,,0,0,0,0,0,0,-0.03659642195069386,,,,,
Mobile AR games like Pokémon GO,8836,0.0,0.4421624839305877,0.0,0.0,0.0,0,1,0,0,0,0,-0.29108584285572936,Sensible Soccer,['Sport'],['Mobile'],,"Nov 22, 2005"
Mobile AR games like Pokémon GO,21484,0.0,0.4260765612125397,0.0,0.0,0.0,0,1,0,0,0,0,-0.29108584285572936,QuadraPop Robotic,"['Puzzle', 'Strategy']",['Mobile'],,"Dec 31, 2005"
Mobile AR games like Pokémon GO,24359,13.788299703142483,0.0,0.0,0.0,,0,1,0,0,0,0,-0.5928081474828198,High School Hook Ups,['Simulator'],['Mobile'],,TBD
Mobile AR games like Pokémon GO,29620,0.0,0.3755557835102081,0.0,0.0,,1,0,0,0,0,0,-0.9419712531728743,Heroes of the Dungeon,[],[],,TBD
Mobile AR games like Pokémon GO,30449,0.0,0.388386607170105,0.0,0.0,,1,0,0,0,0,0,-0.9491216117847514,Battlestone,[],[],,TBD
Mobile AR games like Pokémon GO,8365,23.769706787287664,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0117380764351047,,,,,
Mobile idle clicker games with progression systems,8289,14.282553585383692,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1.0044670648031746,Idle Angels,['RPG'],"['Android', 'iOS']",,"Oct 01, 2019"
Mobile idle clicker games with progression systems,9937,14.127316808028327,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8404695805915561,Clicker Guild,['Strategy'],['Windows PC'],1.7,"Dec 16, 2016"
Mobile idle clicker games with progression systems,39293,14.016699244851043,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8404695805915561,Doomsday Clicker,Simulator | Strategy,iOS,3.0,"Mar 23, 2016"
Mobile idle clicker games with progression systems,6087,22.41832131044304,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.8299031707179821,Idle Skilling,Indie | Point-and-Click | RPG | Simulator,Windows PC | Android | Mobile,3.1,"Oct 11, 2018"
Mobile idle clicker games with progression systems,37007,16.74331929774349,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0.7949467681224903,Space Colonizers Idle Clicker,Indie | Simulator | Strategy,Windows PC | Mac,,"May 31, 2018"
Mobile idle clicker games with progression systems,35294,12.75619433175044,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7171352385282964,Youtubers Clicker,Indie | Simulator,Windows PC,,"Aug 15, 2017"
Mobile idle clicker games with progression systems,12941,16.02929963732023,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6258688839924088,God Awefull Clicker,"['Adventure', 'Indie', 'RPG', 'Simulator', 'Strategy']",['Windows PC'],,"Sep 19, 2018"
Mobile idle clicker games with progression systems,22251,15.029553879088834,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6258688839924088,Riddle Clicker,['Indie'],['Android'],,"Aug 25, 2018"
Mobile idle clicker games with progression systems,20584,12.88859318820436,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6113274874421951,Clicker Heroes 2,Adventure | Indie | RPG | Simulator | Strategy,Windows PC | Mac,2.7,"Dec 31, 2018"
Mobile idle clicker games with progression systems,39079,0.0,0.3757169246673584,0.0,0.0,0.0,0,1,0,0,0,0,0.5513882447830005,Katamari Damacy-Kun,"['Adventure', 'Puzzle']",['Mobile'],,"Nov 01, 2007"
Monster hunter,13808,9.70060783307363,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2512587969929645,Pixel Hunter,"['Adventure', 'Platform', 'Shooter']","['Windows PC', 'Android', 'Mac', 'Linux', 'iOS', 'Nintendo 3DS', 'Windows Phone', 'PlayStation Vita', 'New Nintendo 3DS']",,"Feb 28, 2014"
Monster hunter,24615,9.424280193415791,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2512587969929645,Dungeon Hunter,['Shooter'],['MSX'],,"Feb 01, 1991"
Monster hunter,36626,13.778389835662002,0.0,0.0,0.0,,0,1,0,0,0,0,-0.5928081474828198,Tonka Monster Trucks,['Racing'],[],,TBD
Monster hunter,29746,13.13299834659848,0.0,0.0,0.0,,0,1,0,0,0,0,-0.5928081474828198,Monster Life,['Simulator'],[],4.0,TBD
Monster hunter,4871,18.74462541589762,0.0,0.0,0.0,,0,0,0,0,0,0,-0.8764506457708073,,,,,
Monster hunter,29607,0.0,0.4511517584323883,0.0,0.0,,1,1,0,0,0,0,-0.929499338224621,The Wild Life - The Game,[],[],,TBD
Monster hunter,8680,25.97087480858319,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0117380764351047,,,,,
Monster hunter,40160,16.798873787963046,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Monster hunter,20835,16.654748270241587,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Monster hunter,31897,16.4382667161754,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Most popular VR exercise games,26671,8.949576246525229,0.0,0.0,1.5,0.0,0,0,0,0,1,0,1.093022601158963,Suicide Guy VR,Adventure | Puzzle,Oculus VR | SteamVR | PlayStation VR,,"Jul 24, 2020"
Most popular VR exercise games,5093,16.767842158889025,0.0,0.0,603.0,0.0,0,0,0,0,1,0,0.7949467681224903,Pavlov VR,Indie | Shooter,SteamVR | Oculus Quest 2 | Playstation VR2,3.7,"Feb 27, 2017"
Most popular VR exercise games,19206,15.331509968347342,0.0,0.0,48.0,0.0,0,0,0,0,1,0,0.6258688839924088,VTOL VR,Indie | Simulator,SteamVR,4.1,"Aug 03, 2017"
Most popular VR exercise games,17916,8.10281411594742,0.0,0.0,4.5,0.0,0,0,0,0,1,0,0.3301575238862436,A Game With a Kitty,Platform,Windows PC,,"Jun 24, 2005"
Most popular VR exercise games,17158,10.762530209748222,0.0,0.0,3.0,0.0,0,0,0,0,1,0,-0.26507605474973933,Pirate Flight VR,Arcade | Racing,PlayStation VR,,"May 01, 2018"
Most popular VR exercise games,33263,0.0,0.4684756398200989,0.0,1.5,0.0,0,0,0,0,1,0,-0.29108584285572936,The Hunger: Games Ensemble,['Indie'],['Windows PC'],,"Nov 03, 2020"
Most popular VR exercise games,11865,0.0,0.4427043795585632,0.0,57.0,0.0,0,0,0,0,1,0,-0.29108584285572936,Aircar,['Indie'],['Windows PC'],3.4,"Aug 17, 2019"
Most popular VR exercise games,20771,0.0,0.5418955087661743,0.0,4.5,,1,1,0,0,1,0,-0.9198097559438618,Dissidia Final Fantasy Arcade,[],[],,TBD
Most popular VR exercise games,33157,17.264134232603546,0.0,0.0,0.0,,0,0,0,0,1,0,-1.2214874405764744,,,,,
Most popular VR exercise games,9560,17.17716892636279,0.0,0.0,0.0,,0,0,0,0,1,0,-1.2214874405764744,,,,,
Narrative-driven walking simulators on console,34700,0.0,0.5831385254859924,0.0,0.0,0.0,0,0,0,0,0,0,0.9734644314287318,Car Mechanic Simulator Classic,Simulator,Xbox One,,"Aug 14, 2020"
Narrative-driven walking simulators on console,26164,10.188701992321022,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8890346397021163,Car Physics Simulator,"['Indie', 'Racing', 'Simulator']",['Windows PC'],,"Jul 25, 2021"
Narrative-driven walking simulators on console,12136,21.72531393067191,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8299031707179821,Creative Console,Adventure | Indie | Racing | Simulator | Sport | Strategy,Windows PC,,"Jan 10, 2023"
Narrative-driven walking simulators on console,26005,0.0,0.5667597055435181,0.0,0.0,0.0,0,0,0,0,0,0,0.3421234840177185,Microsoft Flight Simulator X,Simulator,Windows PC,3.5,"Oct 10, 2006"
Narrative-driven walking simulators on console,13924,9.473670566196976,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2512587969929645,Escape Simulator: Steampunk,Adventure | Indie | Simulator,Windows PC,3.8,"Jun 06, 2022"
Narrative-driven walking simulators on console,25661,12.316412358357612,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.18699514575389198,Detonate,['Simulator'],['Windows PC'],,"Dec 31, 2009"
Narrative-driven walking simulators on console,35914,0.0,0.5646566152572632,0.0,0.0,0.0,1,0,0,0,0,0,-0.20030364228092082,Get Packed: Couch Chaos,['Simulator'],['Nintendo Switch'],,"Apr 28, 2022"
Narrative-driven walking simulators on console,7831,10.672659071030273,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.26507605474973933,Farming Simulator 16,"['Simulator', 'Strategy']","['Android', 'iOS', 'PlayStation Vita']",2.0,"Aug 05, 2015"
Narrative-driven walking simulators on console,11026,0.0,0.5642476677894592,0.0,0.0,0.0,0,0,0,0,0,0,-0.29108584285572936,Slickpoo : The Clown,Simulator,Windows PC,,"May 28, 2021"
Narrative-driven walking simulators on console,34942,12.114593358925378,0.0,0.0,0.0,0.0,1,0,0,0,0,0,-0.2934975940585785,Farming Simulator 14,['Simulator'],"['Android', 'iOS', 'Nintendo 3DS', 'Windows Phone', 'PlayStation Vita', 'New Nintendo 3DS']",2.5,"Nov 18, 2013"
New cross-gen JRPGs this year,9628,12.381334524012145,0.0,0.0,0.0,31.5,1,0,0,0,0,1,-0.1718128855772219,RPG Maker XP,['RPG'],['Windows PC'],3.9,"Jul 22, 2004"
New cross-gen JRPGs this year,37700,12.295974228436137,0.0,0.0,0.0,12.0,1,0,0,0,0,1,-0.1718128855772219,Space RPG 3,['RPG'],['Android'],,"May 20, 2017"
New cross-gen JRPGs this year,16100,11.9458737787079,0.0,0.0,0.0,,1,1,0,0,0,1,-0.5928081474828198,Devil Slayer,['RPG'],[],,TBD
New cross-gen JRPGs this year,26292,0.0,0.6810814142227173,0.0,0.0,,1,1,0,0,0,1,-0.7336155156129407,Grand Fantasia,['RPG'],[],2.5,TBD
New cross-gen JRPGs this year,28757,0.0,0.6745916604995728,0.0,0.0,,1,1,0,0,0,1,-0.7336155156129407,Monato Esprit,['RPG'],[],,TBD
New cross-gen JRPGs this year,38703,8.940514807165343,0.0,0.0,0.0,4.5,1,0,0,0,0,1,-0.9233852375136057,Idle Berserker: Action RPG,['RPG'],"['Android', 'iOS']",,"Oct 07, 2022"
New cross-gen JRPGs this year,28080,0.0,0.6455531716346741,0.0,0.0,12.0,1,0,0,0,0,1,-0.9491216117847514,Final Fantasy XII: The Zodiac Age - Limited Steelbook Edition,['RPG'],['PlayStation 4'],4.7,"Jul 11, 2017"
New cross-gen JRPGs this year,18978,0.0,0.612384557723999,0.0,0.0,,1,0,0,0,0,1,-0.9491216117847514,LostTale,['RPG'],['Windows PC'],,TBD
New cross-gen JRPGs this year,17850,0.0,0.6067062616348267,0.0,0.0,34.5,1,0,0,0,0,1,-0.9491216117847514,Tales of the World: Narikiri Dungeon 2,['RPG'],['Game Boy Advance'],,"Nov 25, 2002"
New cross-gen JRPGs this year,27934,0.0,0.6053321361541748,0.0,0.0,10.5,1,0,0,0,0,1,-0.9491216117847514,Bootleg Fantasy,['RPG'],['Game Boy'],,"Dec 31, 2018"
Non-violent cooperative adventure games,13327,0.0,0.6096657514572144,0.0,0.0,0.0,0,0,0,0,0,0,1.0735420549630428,The Happy Dismal Town,Adventure,Windows PC,,"Dec 22, 2021"
Non-violent cooperative adventure games,39815,10.114054810482063,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8890346397021163,DobbyxEscape: Pirate Adventure,"['Adventure', 'Indie', 'Puzzle']",['Nintendo Switch'],,"Apr 27, 2023"
Non-violent cooperative adventure games,3819,14.016327329797008,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8404695805915561,Bonk's Adventure,Platform,Wii U | Wii | Amiga | NES | Game Boy | TurboGrafx-16/PC Engine,3.2,"Dec 15, 1989"
Non-violent cooperative adventure games,18496,16.420541031141394,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7949467681224903,Aviation Adventure,['Point-and-Click'],"['Windows PC', 'Mac']",,"Dec 31, 1997"
Non-violent cooperative adventure games,12029,14.00495973131473,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.46237021280270063,OneBit Adventure,"['Adventure', 'Arcade', 'Indie', 'Strategy']","['Windows PC', 'Android', 'Mac', 'iOS']",2.7,"Aug 01, 2019"
Non-violent cooperative adventure games,27577,16.153476663483232,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.43924214117656524,78641: A Targ Adventure,Adventure | Point-and-Click,Windows PC,,"Aug 25, 2009"
Non-violent cooperative adventure games,9340,9.871021556080882,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2512587969929645,Sheepy: A Short Adventure,"['Adventure', 'Indie', 'Platform']",['Windows PC'],,"May 26, 2023"
Non-violent cooperative adventure games,36480,9.720589116066952,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2512587969929645,Stikbold! A Dodgeball Adventure,"['Adventure', 'Indie', 'Sport']","['Windows PC', 'Mac', 'PlayStation 4', 'Xbox One']",2.8,"Apr 01, 2016"
Non-violent cooperative adventure games,33267,0.0,0.6182132363319397,0.0,0.0,0.0,1,0,0,0,0,0,0.16954482583230107,ColdSun,['Adventure'],['Windows PC'],,"Feb 09, 2022"
Non-violent cooperative adventure games,4983,9.94659332452138,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.03952379385166013,Colossal Cave Adventure,['Adventure'],"['PC DOS', 'Apple II', 'TRS-80', 'PDP-10']",3.2,"Dec 31, 1977"
Open-world fantasy games like The Elder Scrolls,32204,19.365967746421607,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.77658994677521,Open Sorcery,"['Adventure', 'Indie', 'RPG']","['Windows PC', 'Mac', 'Linux', 'iOS']",3.6,"May 06, 2016"
Open-world fantasy games like The Elder Scrolls,27934,23.517451783055247,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7089144723407282,Bootleg Fantasy,['RPG'],['Game Boy'],,"Dec 31, 2018"
